Ee Egamma t theta
44.0938 43.816 0.448835 2.81503
41.5459 51.4273 0.0467726 3.02155
45.0358 50.1004 -0.300882 2.91467
45.6693 52.2775 -0.124949 2.97847
43.9878 47.4078 -0.308163 2.90369
53.0272 47.0232 0.33981 2.7052
48.132 40.4599 -0.888215 2.73034
47.26 53.6374 -1.36351 2.92746
45.5909 54.2666 -0.0842439 3.06009
51.3808 44.4386 0.044777 3.01719
44.724 52.8545 -0.230157 2.94505
53.1261 51.4372 -0.601762 3.04957
40.0891 48.3761 0.142805 2.99183
41.3399 49.502 -0.159454 3.0918
43.2227 41.2894 -0.184179 3.10929
46.2173 53.9107 -0.0291318 2.95897
41.0325 44.3031 -0.0254504 2.6039
40.3462 40.6564 0.575897 2.25135
42.4906 52.4524 0.0158512 2.75971
40.391 41.159 0.464535 2.94477
50.6702 47.3195 0.186196 2.88621
43.1936 45.0318 -0.35357 2.87726
45.3463 46.2286 0.379982 2.94886
45.0719 44.5578 0.680412 2.64297
43.8586 44.8657 1.00795 2.8047
45.1768 46.9174 -0.38013 2.76824
41.197 45.0099 0.451334 2.8188
51.6689 40.2673 -0.981867 2.49136
48.5732 44.5469 -0.265772 2.82807
41.7883 46.4343 0.0911548 3.02676
47.9954 42.4411 0.861632 2.49375
46.5634 42.8314 0.340146 3.01669
45.5709 44.0516 -0.0341058 2.36255
48.6901 45.4792 0.0636999 2.73494
44.7251 48.084 0.555172 2.94452
45.8581 46.1357 0.290717 2.77333
40.6523 42.5157 0.685992 2.7318
46.3024 47.0057 -0.324582 2.83419
42.9429 50.9642 -0.130966 2.41556
54.3781 42.9458 0.208095 2.87778
42.5115 42.6579 -0.436996 2.3286
43.3171 41.6927 0.460079 2.98523
46.2546 40.614 0.616799 2.55682
42.5553 41.9908 -0.130129 2.6528
44.706 42.4168 -0.792659 2.75146
43.4673 47.0997 -0.349006 3.11615
52.9692 51.217 -0.657713 2.78004
42.1546 47.0131 -0.0628816 2.60249
40.9782 43.3984 0.763718 2.91622
49.7064 46.6724 -0.513296 2.93123
42.2901 45.3814 0.299236 2.75517
42.6223 49.7626 0.820795 2.89404
45.403 41.2272 -1.06657 2.92546
43.5214 42.6962 -0.963266 2.84558
48.0397 43.0005 0.605272 2.84826
46.4626 43.1197 -0.450182 2.70944
42.208 42.7707 0.770321 2.91638
42.5528 40.2492 -0.160007 2.66782
43.8252 44.5392 -0.209751 2.81317
48.3671 40.1664 0.505381 2.74344
42.8154 44.5644 0.0486373 2.99621
40.2916 44.6559 0.589352 2.85247
42.5005 51.2678 0.172042 2.63073
47.124 45.3658 -0.209651 3.03525
42.6726 47.4316 -0.444108 3.12291
40.0469 46.0664 -0.800318 3.10682
43.5589 50.7513 -0.412983 2.81889
41.4632 42.5731 -0.386179 2.68038
49.9657 41.6035 0.262819 2.49641
45.2767 47.4782 0.600765 2.92448
40.0869 44.3011 0.992659 2.94886
43.027 47.0829 0.279324 2.44657
40.3118 49.9285 -0.146149 2.97711
45.3525 48.6904 -0.0638782 3.00366
41.1737 47.1132 -0.344852 2.85963
44.5703 44.4252 -0.44175 2.45687
48.6072 46.3803 -0.221769 2.83067
42.6868 51.649 -0.030346 2.96823
41.3347 47.7395 0.40686 3.03264
45.5088 42.2246 0.547935 2.97002
51.2911 40.7825 -0.963396 2.88231
41.6393 40.7399 -0.0348918 3.03942
41.7583 42.8043 0.241103 2.97723
47.8688 47.7063 -0.21143 3.14116
40.2711 41.4072 -1.06327 2.66444
51.7514 53.3616 0.264738 3.0231
43.4411 45.0648 -0.273156 2.69293
45.9365 44.4937 0.0315666 3.05434
50.5938 44.5954 0.366997 3.11732
40.145 43.1891 -0.861404 2.64084
44.9934 45.7867 0.249177 2.61191
50.0612 42.661 1.39285 2.68613
47.1718 44.3729 0.924721 2.83648
41.7694 42.6609 -0.218901 2.61334
48.5993 42.5155 0.214151 2.88132
47.5574 40.8827 0.396584 2.95484
43.4246 42.6298 -0.362038 3.11098
46.2036 40.9916 -0.427441 2.90447
42.7692 43.3112 0.685372 3.13159
42.0338 46.181 0.870606 3.0687
41.1737 46.3354 -0.182517 3.07045
47.7298 51.571 0.305351 3.12255
41.0979 49.4161 -0.490199 2.78644
49.7511 46.779 -0.703288 2.95345
42.3117 45.7153 -0.323925 2.8047
42.562 42.0772 0.618511 2.90852
49.1141 44.4104 0.393811 2.99789
45.735 45.3208 -0.361967 3.13907
51.0786 40.8859 -0.763468 3.03259
49.6666 40.7736 -0.00508899 2.96721
53.4666 40.8633 -0.125156 3.12266
43.1515 48.0293 -0.387286 2.78553
42.5436 46.7801 0.888903 2.97485
48.4257 41.4979 0.86493 2.92929
40.2821 42.2611 0.393782 2.95436
41.4637 41.281 0.716511 3.11183
40.0404 44.8252 0.0673081 2.8757
45.68 44.4637 -0.124943 2.38
41.4605 45.4914 0.301967 2.42597
42.4472 45.2898 -0.309268 3.07223
40.4129 42.2394 -0.309032 2.99093
42.4323 48.7796 0.767603 2.82726
44.818 40.2716 0.0307322 2.99488
42.238 40.2966 0.423954 2.42541
41.7317 47.9008 0.454094 2.74042
46.1603 42.0717 -0.772065 2.50485
49.7897 45.8636 0.364585 3.07214
50.4394 44.8236 -0.00503334 2.84933
48.3381 45.831 -0.100915 3.0573
43.856 42.1586 0.171046 3.07726
43.3225 41.6558 0.417941 3.02468
41.1163 44.83 -0.958913 2.62763
42.3464 46.3589 0.223052 2.93489
49.0127 40.4322 -0.639161 2.8501
43.7134 46.0412 -0.660783 3.12262
43.7724 44.4413 -0.287561 2.43819
48.1822 50.633 -0.0492026 3.12383
47.4991 47.304 0.252341 2.91565
46.1855 50.771 0.566417 3.05032
44.5734 49.2801 0.446948 3.06091
44.9607 51.5271 -0.319483 3.06718
52.6335 45.4082 0.385516 2.91153
43.3337 48.4326 0.530679 2.81659
45.7583 42.6031 -0.130533 3.13174
47.1593 43.548 -0.124952 2.81978
46.7681 44.0043 -0.770565 3.05419
41.9899 51.29 -0.261015 2.62285
49.6853 48.6304 0.394723 2.32989
40.1877 43.6524 -0.211935 2.79647
47.2396 40.9482 0.289581 2.60394
47.6085 51.3769 0.788393 3.13356
48.8099 42.1855 -1.16806 2.65068
44.9156 40.7869 0.145295 2.50815
41.7197 48.6734 0.122024 3.00189
48.0191 40.6545 0.221502 2.47072
53.576 47.6726 0.450956 2.84408
54.8931 44.3359 0.250676 2.96519
42.8054 51.4467 0.351114 2.98406
43.5787 42.4243 0.159516 2.84058
54.1701 48.4568 -0.378248 2.38711
44.9471 51.1687 0.477837 2.942
40.3487 46.5359 -0.419485 2.66291
49.0487 42.6711 -0.454633 2.94455
41.6501 48.6429 0.952475 2.8235
45.8347 42.0151 0.415588 2.85836
43.4945 49.0144 -0.50607 2.33997
47.3183 53.0645 -0.764847 3.10573
50.0512 43.1142 0.714797 2.87077
46.7823 47.3464 0.0197204 3.08816
42.5051 50.6642 0.204781 3.03855
43.7931 44.7611 0.311553 2.78874
43.3219 44.1431 -0.637163 2.58044
42.2534 43.1781 -0.141329 2.37521
44.1825 41.5768 0.108498 2.70463
40.8235 48.9086 0.479866 3.03028
52.8708 41.9452 -0.440222 3.04161
44.5169 43.6075 0.283366 2.41576
41.8616 49.8081 0.949279 2.44182
40.3643 49.7952 -0.131729 3.12284
41.0142 45.1785 0.519222 2.79662
46.0041 46.7627 0.808627 2.9487
40.3968 47.891 -0.21014 3.10492
45.2871 46.1206 -0.765924 2.37574
51.0755 43.389 -0.616258 2.8398
44.3988 50.7773 0.39157 2.89737
46.9667 43.8512 -0.282713 2.78629
48.746 43.8287 -0.0841727 3.00316
48.6978 42.6627 0.136872 2.56032
44.2615 51.8383 0.0184946 2.98781
44.895 42.4013 0.68714 2.76874
43.5286 41.7946 -0.457743 2.90546
48.8231 46.0389 0.636461 2.75981
49.912 44.13 -0.509907 2.73695
50.8242 43.5301 -0.560514 2.87752
48.2361 42.4737 -0.454767 2.89204
48.4557 44.1393 0.476169 2.71668
47.1414 46.4621 -0.280668 3.08862
46.4521 50.0393 -0.991557 2.75047
41.9137 46.2962 0.039228 2.98695
42.6714 44.1062 -0.585835 2.89124
47.106 44.3621 -0.23892 2.89756
42.0594 49.5043 0.477906 2.86358
41.2961 40.4524 0.0986304 2.94037
41.2495 43.1978 0.561786 3.01337
45.7336 47.5624 1.21859 2.66126
46.2675 43.6431 0.0587153 2.83804
45.8849 42.4509 0.320709 2.64605
46.8113 46.5889 0.792133 3.1231
45.6014 44.6459 0.497348 2.9268
43.9295 40.7047 -0.0686041 2.91316
46.7809 48.7344 -0.737108 2.44433
42.0857 50.7694 0.121203 3.04393
47.0163 42.9214 0.432068 2.91407
48.6708 43.7553 1.39465 2.77894
46.9242 41.8841 0.594808 2.63165
47.666 43.61 -0.369571 2.78554
46.9143 46.7278 0.106225 2.73948
46.8085 40.7049 -0.482683 3.0124
48.9138 48.7423 -0.35875 2.5324
46.1405 46.7206 -0.489486 2.71097
50.1044 43.3198 0.0383383 2.37218
49.7652 46.3746 -0.704038 2.50271
43.361 47.681 -0.0821019 2.63034
40.5337 43.5651 -0.717894 2.78919
43.4348 44.6095 -0.0212927 3.0017
40.8832 40.3637 -0.95746 3.02735
43.2096 48.8313 -0.0895176 2.88021
46.9722 42.6448 0.69512 2.51821
40.7416 44.6019 -0.176178 2.82902
42.2247 43.2817 0.152221 3.00832
41.3799 46.0216 0.348845 2.58944
48.4159 43.9682 -0.130188 2.91442
45.2355 43.9426 -0.243143 2.69804
40.4251 45.6838 -0.173547 2.79431
45.3156 40.5212 -1.25881 2.32295
50.3587 41.3124 -0.182731 3.13331
42.6319 47.0334 0.0205319 2.79894
44.0022 43.545 -0.239542 2.69121
45.7714 44.4409 -0.222924 2.61732
50.9752 46.1536 0.385695 2.79943
47.7675 41.85 -0.057649 2.48449
42.2154 43.4191 -0.582993 2.65652
40.4054 43.8007 0.294047 2.89053
43.9036 47.7413 -0.431305 3.01768
53.4713 40.7914 -0.596092 3.03827
46.1718 42.6292 -0.237667 3.06344
45.6904 42.1045 0.345544 2.7159
40.6225 45.8226 -0.621081 2.23594
50.6371 44.8513 -0.20725 2.87041
45.1533 42.813 -0.0846634 2.94848
52.2055 53.3386 0.209899 3.11102
43.2751 53.5064 0.16637 3.12058
47.8387 41.428 -0.208243 2.70292
42.4618 42.736 0.0789958 2.63762
45.7171 47.4765 -0.531859 2.71076
44.9964 41.3321 -0.238182 3.11086
42.1411 47.9481 0.811513 2.49626
43.7893 46.293 0.231971 2.96914
46.0562 46.0086 0.168474 2.70916
42.0003 47.6772 0.648712 2.87068
50.4767 43.4726 -0.157138 2.86166
48.8177 45.7476 -0.461056 2.67343
43.969 40.2792 0.79488 2.63843
49.5619 40.1762 0.411061 2.67105
48.8929 41.5404 -0.139227 3.0802
42.5369 41.9119 -0.376526 3.08282
52.9681 45.9831 -0.812448 2.56583
49.1459 54.9753 -0.0942355 2.78631
44.4816 47.1162 -0.411873 2.74357
43.7987 45.9324 0.568859 2.77537
46.2947 46.6086 0.473584 2.92729
41.031 48.961 0.556017 2.54847
40.9956 45.9964 0.601167 3.08077
49.0362 43.0119 -0.00768881 2.89146
41.8905 47.0471 0.383904 2.90179
50.9053 44.0426 0.330342 2.87505
47.9816 46.7023 -0.680549 2.92997
48.261 41.8885 -0.238818 2.88389
46.4641 41.9876 -0.0630927 3.10718
43.2022 49.0126 -0.385408 2.86698
42.2439 41.5146 -0.422177 2.9954
47.5575 42.6582 1.11638 3.07884
51.2097 46.4558 -1.06111 3.01913
41.4998 41.2123 0.210413 2.78157
43.5716 40.1142 -0.442899 2.71305
41.7762 48.5748 0.573066 3.0899
45.9449 51.9974 0.131043 3.10549
46.1688 45.3175 -0.122787 2.87548
43.7382 52.149 -0.764984 2.71678
45.1616 53.3584 -0.702493 3.02973
47.3899 44.1548 -0.181349 2.79726
50.2352 42.7551 -0.926777 3.0961
43.2714 51.2668 -1.15594 2.95119
44.0887 42.3992 -0.770094 2.77288
45.4126 43.2016 -0.550856 2.88041
40.0569 46.2667 0.219924 3.03342
47.2586 43.3928 0.304216 2.95139
45.8202 49.4454 -0.346765 2.91902
41.6455 45.6435 0.453973 2.6854
43.0806 42.7024 -0.420909 2.34688
50.2104 45.445 -0.140004 2.96921
47.5547 47.7452 0.953029 2.23961
43.5993 45.0335 -0.208436 2.69811
45.9032 41.7305 0.963402 2.89862
53.0568 49.6784 0.199269 2.60323
42.1958 42.9644 0.319689 2.73255
48.3064 50.0802 0.207076 2.50416
42.4394 47.372 0.37328 2.73274
41.5772 42.2324 -0.668958 2.5984
41.7701 42.6567 -0.171135 2.55609
47.736 46.4234 -0.0934491 2.77321
46.7208 46.3708 0.229058 2.79329
46.6966 50.8672 0.171035 2.88985
41.9562 51.4267 0.820419 2.74047
49.3088 49.4466 0.887466 3.11411
46.3658 41.8454 -0.146986 2.55167
40.4107 48.3585 -0.414531 2.56037
41.4079 48.755 -0.00315148 3.04256
44.5531 44.2026 0.141857 2.59633
49.8489 49.0714 -0.365988 2.86132
44.2867 40.609 0.782798 2.49072
48.7451 50.6975 0.721371 2.68985
45.1427 41.7149 0.0132416 3.0731
48.5838 49.4951 -0.603729 2.99122
44.4019 46.8941 -0.571875 2.74687
41.4868 42.788 0.319511 2.3412
42.3033 50.5733 -0.902673 3.13689
48.5849 41.2607 0.818261 2.75817
46.8708 42.8823 -0.0109988 2.9116
46.6138 44.2199 -0.614502 2.85156
48.3304 51.0465 0.0631447 2.75763
43.5552 43.2717 0.637011 2.5253
43.1328 40.1321 -0.375587 2.30882
48.716 42.754 -0.740745 3.01765
46.2357 48.9294 0.105759 2.77959
47.2563 43.3596 0.0929296 2.7711
47.2497 45.3717 0.650021 2.91066
52.178 40.9443 0.408802 3.0663
41.4113 42.0649 0.442779 2.98113
45.8778 42.289 -0.411077 2.80388
49.9776 43.7706 0.0131043 3.00538
51.5573 48.4334 0.346397 2.78345
47.4462 41.493 -0.995207 2.62363
44.4882 42.4925 -0.16974 3.09128
44.8123 48.1879 -1.20485 2.72837
42.6616 44.3042 0.893067 2.71537
48.1251 44.6566 -0.00924074 2.71169
49.3919 41.0001 -0.283811 2.54637
42.8682 45.6953 0.388958 3.00858
47.0675 48.9448 -0.307327 3.04287
49.1501 48.2509 -0.011273 2.88284
48.9977 49.0603 -0.138838 2.75421
43.5048 51.0502 0.670299 2.72642
48.2056 47.9653 0.499619 2.83457
40.0395 42.932 0.53333 2.99584
45.7415 41.5157 -0.177742 2.76647
46.4422 46.7281 0.0979279 3.02101
42.1254 43.9242 0.229498 2.89559
41.9428 46.4402 -0.760399 3.12156
51.0006 49.7282 0.73801 2.63312
44.5285 44.2881 0.331208 2.88549
40.2498 50.1025 -0.55152 3.09637
40.7036 54.6948 0.726075 2.95427
47.8374 42.4455 0.182157 3.13402
46.5784 46.6743 -0.55225 2.86712
48.3123 44.0831 0.370582 3.12951
42.431 48.2123 0.0862207 2.39131
47.8087 41.3866 0.3819 2.93349
43.8815 42.1784 -0.0114942 2.90079
45.3946 48.5778 -0.429494 3.03801
44.2528 47.9397 0.783693 2.68009
50.2601 46.4966 -0.149645 3.12843
52.2443 44.0901 -0.978637 2.76718
50.392 50.6118 0.201582 2.57425
46.2319 51.042 0.430391 2.79469
45.4843 51.4631 -0.567119 2.78127
41.7558 44.1184 -0.403365 3.05424
45.853 40.6214 -0.745681 2.7354
47.4632 50.8925 0.899379 2.69654
48.5185 40.1131 0.20431 3.09555
44.351 44.4813 -0.573805 2.56579
47.8852 44.9996 0.276203 2.93773
48.7283 42.5002 -0.605993 2.86392
43.2845 40.8523 0.120466 3.01272
45.8617 50.039 -0.153057 2.8629
41.2699 44.9134 -0.0146337 2.64813
42.5591 43.3031 -0.276014 3.04132
43.9437 51.8777 -0.334858 2.72026
43.2155 44.9498 0.00602731 2.88839
46.1699 49.4277 0.0954804 3.06045
52.7094 44.0006 0.176922 2.97403
41.7272 45.1277 -0.924889 2.88505
52.3609 43.7539 0.0974117 2.644
46.5421 48.5947 -0.64675 2.90183
41.7116 48.529 -0.886419 2.73116
43.8168 41.0133 0.446662 2.84099
40.6484 52.4683 -0.799199 2.75601
44.847 42.9185 0.275519 2.56277
43.1323 42.1849 -0.634183 2.62444
43.2487 42.7769 -0.484501 2.95172
46.659 48.4876 0.249397 3.02767
42.7639 43.9344 -0.120675 3.04375
41.6628 40.0413 -0.388624 2.66748
44.1692 40.3279 0.962137 3.10339
52.2957 46.462 0.113797 3.0863
44.6135 49.6015 -0.326457 2.83586
45.8048 45.2119 -0.0499758 2.99459
43.4191 45.1357 0.523903 2.65887
45.1704 46.5265 1.35137 2.90117
43.3425 41.3599 -0.683284 2.87942
47.6515 51.4318 0.258945 3.14142
40.2567 49.147 -0.544791 2.97197
40.0335 44.7517 -0.179247 2.33846
41.2918 41.2529 1.04934 2.93847
47.0756 45.0762 -0.253567 2.46136
43.7539 47.0273 0.516804 2.75386
54.6281 48.0219 -0.0441937 2.73028
43.3037 41.9602 0.302505 2.43554
41.8465 47.1297 -0.308137 2.88978
49.2113 51.6974 0.57782 3.02161
42.3969 40.0516 -0.522155 2.35669
43.2248 44.7834 -0.163543 3.02246
41.1308 47.245 -0.288116 3.13761
46.8281 46.2824 0.633157 2.68875
44.0181 49.9092 0.214975 2.80987
46.2654 42.7644 -0.449135 2.68872
49.2413 41.738 -0.0129961 2.35097
44.4962 54.3987 -0.0306632 2.49727
43.1755 52.6998 0.320889 2.82157
47.0406 50.3203 0.137493 2.58741
43.1717 41.7277 -0.0728816 2.82698
42.8066 43.4215 -0.570878 2.20616
49.6247 40.3887 -0.316762 2.63167
49.5917 43.7328 -0.173586 2.76739
41.1248 47.2055 1.23905 3.09759
45.9971 49.3923 0.0901078 2.88676
43.2489 40.977 0.542822 2.61963
49.7682 51.8141 -0.966434 2.58959
45.8637 52.5137 -1.20871 2.87765
49.0821 41.1929 -0.0490125 3.11333
40.1778 43.1727 -0.111403 2.60877
40.5325 53.8496 -0.992487 3.10818
44.1859 46.0647 0.198446 2.99231
50.4266 43.2608 -0.665133 3.06353
42.6284 45.9127 -0.0241704 2.64972
50.099 48.9696 0.482272 2.98295
43.1223 48.2744 -0.185954 3.08089
49.1588 42.4939 1.0271 2.80055
43.304 49.1413 0.00307296 2.69365
40.7997 43.3285 0.309517 2.59164
51.58 41.7411 0.0177817 3.06525
48.1423 40.6849 0.0644695 3.04529
41.9707 47.1182 -1.04262 3.0543
43.0666 41.5833 0.447868 2.83316
47.9086 46.5976 0.431321 2.86077
40.3103 46.6773 1.06584 2.87407
44.1451 49.1267 -0.331381 2.78483
42.9807 49.6534 0.420611 2.81831
43.3981 42.4985 0.0563723 2.61954
42.8252 45.8259 0.215557 2.8549
52.0623 42.7066 -0.305185 3.12046
40.9451 45.9509 -0.146917 2.81011
42.6752 49.4636 0.533011 2.88375
41.6119 44.1358 -0.320833 2.63297
44.8406 47.7853 0.254879 2.8907
48.4023 47.7035 -0.116469 2.57318
54.1632 49.5627 -0.114937 2.82683
41.0913 49.5002 -0.224298 2.84977
41.0179 42.932 0.675251 2.8374
46.2474 47.8638 1.33307 2.56189
50.6442 44.423 0.369727 2.92949
52.0677 43.0524 -0.43904 2.95195
45.7536 53.1109 -0.495135 3.0569
43.7669 46.2293 -0.167304 3.13101
50.7088 46.6811 1.72047 2.6815
45.34 45.7955 -1.10114 2.75884
45.8837 46.008 -0.883824 2.97326
42.205 50.6796 -0.768488 3.13458
45.2458 49.501 -0.0395079 2.7052
44.9202 47.4208 -0.559263 2.66861
44.7649 41.7699 -0.605132 2.99004
45.5387 46.5474 -0.41089 2.45426
45.3784 42.4921 0.248015 3.01826
43.8829 46.768 0.119676 3.02917
45.3974 41.4555 0.141681 3.05055
51.6323 47.8154 0.370935 2.86246
41.4791 45.0545 -0.880573 2.76569
41.8167 47.3814 -0.000460755 2.8619
49.8613 45.4927 0.197682 2.73703
49.9933 42.9238 0.364152 3.04742
40.9801 45.6681 0.297072 2.51728
44.1483 43.111 0.265219 3.08039
42.5326 46.9157 -0.0571104 2.63312
46.0987 43.391 -0.328836 3.13576
46.1964 43.1853 0.748986 2.78844
43.3736 45.8761 -0.343316 2.80167
41.5835 48.8759 0.682249 2.95489
45.0235 46.3452 0.0975702 2.84079
40.7266 44.2316 0.0109402 2.57161
42.5897 42.5926 -0.226216 3.07235
40.8801 42.6032 -0.112852 2.79014
42.7283 42.8659 -0.0925445 2.7311
45.7019 40.5872 0.0551888 2.38196
47.445 45.0817 0.141586 2.7257
43.2128 50.0031 -0.264374 2.96261
45.1951 43.6113 -0.392636 2.97686
41.5181 41.5438 -0.0826964 2.54291
42.1612 41.8944 0.262792 2.91418
45.9972 44.0756 0.992321 3.10181
45.9551 41.1533 0.0656873 2.9689
48.3117 46.7549 -0.455132 2.83183
40.0568 48.717 -0.418324 3.02701
40.7421 51.0936 0.442725 2.54641
41.8607 40.6999 -0.110768 2.69239
41.6557 42.6684 0.34992 2.73819
45.4657 43.071 -0.0491211 2.70036
43.791 42.785 -0.256463 2.45782
46.7353 48.9692 0.0909109 3.05656
46.03 49.0634 -0.421296 2.85131
41.204 41.6932 0.620261 2.4646
45.5276 48.0887 -0.377554 3.0951
46.676 40.7877 0.380161 2.91417
48.5592 44.8161 -0.441926 2.71721
53.9975 40.1555 0.318736 2.73683
45.1541 42.6508 -0.59191 2.76842
44.5813 45.0749 0.282789 3.03287
41.2723 41.8635 0.347958 2.58339
43.1483 44.0712 -0.890958 2.91032
50.2741 44.8658 0.0553563 2.74575
44.3963 47.7691 -0.0726725 2.87093
41.2395 50.9584 -0.508129 2.61842
48.8121 43.4808 -0.281339 2.5386
45.5327 50.1784 -0.274908 2.71138
44.3327 45.0436 0.514744 2.80058
49.9881 41.9547 0.52857 2.83025
52.6152 48.0228 -0.106097 2.95863
46.0692 44.5845 0.254911 3.03545
42.2939 51.4335 0.690409 3.04556
40.0458 41.022 -0.231571 2.94057
42.9306 48.3701 -0.115737 2.7027
42.4454 47.2893 0.148831 2.95048
46.9727 42.0357 0.44455 2.86509
43.4186 44.6079 0.34488 3.07263
43.7142 49.1681 -0.731107 2.60848
40.8623 43.3444 0.360942 3.04314
42.0911 48.7136 -0.178696 2.56849
51.3676 48.3198 0.514628 2.24558
48.9303 40.616 -0.444305 2.75171
42.7981 43.6309 -0.350704 3.01278
45.9039 46.1058 0.761238 2.71842
40.3311 42.4894 0.0975861 2.53091
47.252 43.9595 -0.268494 3.11078
43.2523 44.9169 0.1805 2.37314
42.8153 40.8437 -0.18321 2.71078
41.6807 41.957 0.872866 2.92405
44.5766 42.2981 0.278944 3.13784
42.2769 45.5417 0.174049 3.1083
44.5318 47.6813 -0.31668 2.94088
42.274 49.9654 -0.630881 2.90998
44.9397 42.1027 -0.0365238 2.55025
44.0294 49.346 0.183136 2.96627
45.9745 47.5904 0.207372 2.26046
41.5495 40.3765 -0.153972 2.98062
45.9663 44.5989 -0.344875 2.73321
47.8558 41.2983 -0.560686 2.81018
43.0771 46.5922 0.267259 2.6772
52.7539 44.5868 0.418562 3.05994
47.9935 53.3955 0.313307 2.50898
44.276 42.3878 -0.187904 2.89728
51.6235 45.7613 0.446826 2.67575
45.6677 48.927 -0.246302 3.10207
46.9267 50.9207 -0.00752875 2.90761
41.5089 41.1748 0.267761 2.91797
43.2974 52.1466 0.887069 3.03853
43.6646 51.6579 -0.850345 2.69824
47.2368 48.2715 -0.0513275 2.83646
51.0237 43.4813 0.696706 2.48889
45.1572 51.3813 0.257442 3.07369
44.7511 49.52 0.42054 2.97318
45.0419 53.553 -0.245349 2.91601
45.5874 52.0076 0.0179616 3.01567
46.9824 44.2718 0.128959 2.833
46.4377 47.1651 0.194594 3.00964
44.8882 47.8614 0.969929 3.11667
44.9436 42.5352 0.726118 2.80319
40.1353 44.6714 -0.884019 3.07094
41.2088 47.4471 0.120452 2.7078
48.5994 40.4327 0.446351 2.97403
42.3014 44.6712 -0.327611 2.70226
41.1745 44.0149 -0.680557 3.12817
40.6638 42.1349 0.261505 3.06701
47.607 51.4765 0.589618 2.77596
54.249 47.7165 -0.223327 2.91294
46.491 45.0604 -0.0738288 2.90568
47.7755 41.1417 -0.308914 2.91751
47.3522 41.8228 0.320344 2.87457
44.5988 44.7075 -0.960546 2.90422
48.9911 45.1676 -0.129333 2.79408
41.8316 40.0034 -0.502068 2.81592
45.8492 48.3651 0.0268145 3.05156
45.9449 42.9299 0.248966 2.5583
41.2143 46.877 0.0111298 2.64593
45.475 42.5426 0.305868 3.07372
48.5866 48.2924 0.489167 2.63739
46.9284 43.3868 -0.442435 2.93222
41.2923 46.0851 0.711336 3.12079
46.3405 52.6309 0.593607 2.85691
40.6977 42.4652 -0.307248 3.00787
50.3625 49.3424 -0.989138 2.95469
