Ee Egamma t theta
54.7825 52.3716 0.295219 3.1294
49.3617 46.8077 -0.478707 2.96442
48.5009 54.6122 -0.480436 3.04219
49.8672 46.6199 0.348506 2.99775
53.18 50.6547 0.879288 2.95629
50.8958 51.178 -0.240337 2.94708
54.0651 49.9278 -0.501609 2.56404
44.6538 51.3543 -0.325775 2.85047
45.8877 54.7261 1.30116 2.98661
53.0399 47.7275 0.699324 3.06461
49.2355 53.1315 -0.947839 2.98982
51.855 44.8212 -0.18308 2.91925
50.1671 45.1544 0.13795 3.14128
42.6067 51.2133 -0.557293 2.85427
54.9963 45.1849 0.0989504 2.54134
43.9205 52.5903 -0.761808 2.56523
51.3989 52.1609 -0.539178 3.10373
51.8308 47.6125 -0.351156 2.67361
51.9446 46.6296 -0.662662 2.89848
52.4377 46.6308 0.0282949 3.06636
45.7034 52.3183 -0.307799 2.78414
48.2985 51.6182 0.0282951 3.0735
43.6865 51.7859 -0.343931 2.94873
51.9048 52.9138 0.134701 2.97175
49.4973 47.711 0.103427 2.90819
54.5314 52.438 -0.0832654 2.76579
40.0789 49.3676 -0.377199 3.03383
54.0612 49.9413 0.190604 3.01388
44.1348 50.1392 0.0732401 3.04326
52.0052 50.2887 -0.905919 2.84316
54.5598 49.434 -0.0266573 2.38855
53.0553 53.5856 -0.410372 2.84987
50.5304 53.0588 -0.280013 3.09556
49.8232 51.5083 0.0988316 2.81895
54.8191 48.6247 -0.572578 2.68792
52.4499 53.2518 -0.934754 2.81187
50.1542 48.8347 0.0007194 2.76728
51.0007 49.0709 0.451458 3.12507
45.9185 51.811 -0.241253 2.9438
49.0753 51.6912 -0.380669 3.09148
53.3326 49.925 0.732394 2.78804
46.8095 48.5798 0.645396 3.13805
48.7138 53.8467 -0.594668 2.63649
48.2513 48.3468 0.416179 3.13853
47.6621 51.1493 -0.166809 2.58317
46.5995 50.0966 -0.962979 3.03115
52.0468 54.5841 -0.396001 3.01525
49.8921 50.4971 -0.774755 3.04682
52.6458 51.5342 0.0430286 2.85597
48.5642 51.3078 -0.75672 3.09984
47.5292 49.0429 0.0974946 3.09457
51.4804 47.0164 -0.131896 3.00077
54.4495 51.0854 -0.212323 2.96191
52.1073 51.4485 0.453673 2.79894
49.3559 54.3905 0.144537 2.63851
46.4382 44.8077 -0.140162 3.11081
51.5767 49.8095 -0.46611 3.08281
51.5601 53.1252 0.0658049 3.03984
52.5973 54.823 -0.407562 2.72069
45.6131 48.433 0.0517028 2.91933
45.1224 48.5038 1.01144 2.67507
50.9041 54.0776 -0.0052327 2.97708
51.3653 53.7373 0.327017 2.94265
52.6587 52.4917 -0.19848 3.01851
50.4574 46.8079 -0.305717 2.93777
42.3113 48.9959 -1.35651 3.01867
52.7766 52.8001 0.377681 3.0307
48.1445 47.834 -0.387989 3.12888
47.4139 52.9511 -0.12054 3.02939
47.171 50.203 0.635993 3.04032
40.6748 54.0165 0.19064 3.06451
48.148 52.8331 -0.190289 2.65296
51.6929 53.3228 0.731462 3.13434
49.4922 52.7935 -0.469702 2.82431
44.8449 46.2548 -0.42133 2.88635
51.6211 48.8663 0.0451615 2.8139
53.9526 52.631 -1.38327 2.53393
51.083 49.0235 -0.0488658 3.11993
45.3328 50.9294 0.367099 2.4573
49.938 50.1754 -0.185612 3.13242
54.4499 47.1407 -0.182451 3.00466
48.3813 41.8501 -0.318638 2.76152
54.5532 53.3897 0.654005 3.02777
52.9307 51.3002 0.291813 2.49589
42.323 53.8376 0.766804 3.00167
45.913 49.4821 0.195935 2.77154
53.6828 50.4673 -0.604833 3.02499
53.4545 51.345 0.855285 2.86773
49.2753 49.336 -0.212288 3.07857
53.9065 50.5131 -1.18932 2.80422
50.3749 47.9586 -0.619436 2.85506
51.7031 53.2286 -0.264404 2.84778
54.1001 50.6464 0.86026 3.11291
52.7892 54.897 0.283725 2.46164
53.1138 47.2305 0.010634 2.75803
48.423 53.509 -0.00482224 3.04285
46.772 51.0257 0.0286662 2.74854
52.563 48.5976 0.131741 3.07762
48.8445 48.8383 -0.219837 3.01603
50.8714 46.3406 0.208288 3.11374
53.1121 46.7543 -0.86321 2.95328
51.8363 46.2182 1.03777 3.09569
48.246 53.0205 -0.101379 2.77539
48.9657 51.8673 -0.582391 3.04837
49.1079 50.2665 0.461582 3.13882
52.6151 52.3394 0.0288155 2.94188
47.5458 53.5755 -0.889124 3.05714
45.751 49.0483 0.270325 3.07947
49.9486 50.4472 -0.289823 3.10462
53.3248 50.9264 0.189975 2.68805
50.1196 50.1237 0.333408 3.07187
48.8636 40.8064 0.502079 2.87194
52.6396 52.5435 0.498541 3.10415
46.5286 45.7385 0.591984 3.11075
54.9948 48.4865 -0.70153 2.6799
52.9801 48.5994 0.340344 3.03994
51.7073 47.2603 -1.10681 2.92544
48.1209 51.8927 -0.160096 3.0587
54.6595 51.3284 -0.197312 2.84918
50.9737 45.6497 -0.050274 2.88834
46.3272 52.465 -0.406333 2.83117
51.834 50.032 0.105801 2.97802
52.0777 47.251 -0.874823 3.09887
51.6345 49.3543 1.55395 3.0942
51.781 53.8593 0.197579 2.90712
49.8481 50.0827 0.188488 2.98939
53.6684 51.1775 0.179465 2.88779
50.2233 52.3038 0.070042 2.78637
50.5335 51.2679 0.427462 3.01276
54.3801 53.5579 -0.00824262 2.98281
50.991 53.5103 -0.0154618 2.76765
54.8569 54.1312 -0.0312488 2.7059
51.3129 51.1242 -0.935279 2.98356
46.851 51.0639 -0.516341 2.71226
40.5847 46.1989 -0.0341393 3.03171
49.7591 54.4664 1.35564 3.02628
54.6245 52.3617 -0.967044 2.62468
51.1063 54.6804 0.102732 2.7646
54.5816 50.1183 0.21029 3.01003
44.2906 49.5307 -0.556108 2.96782
52.7469 49.6264 0.257414 2.60456
46.2289 44.8935 -0.408764 3.10628
50.333 52.8932 0.798331 2.86253
51.8742 43.4393 -0.107563 3.04189
47.2723 47.1734 -0.407989 2.90566
50.0533 51.4749 -0.222303 3.07115
53.9158 47.3167 -0.205518 3.06212
51.6244 51.8288 -0.6616 2.60728
42.5855 46.5724 0.602639 2.96125
47.541 46.8622 -0.0364243 3.10205
51.4946 49.6079 -1.36043 2.98075
51.7463 54.4746 0.699184 3.03334
54.3473 53.4215 0.396681 2.99223
46.8592 48.75 -0.0813422 2.73606
50.1775 53.4572 -0.360482 2.89058
54.7442 50.3494 -0.524572 3.03322
48.7593 52.1726 -0.0898008 2.9414
46.3539 47.4374 -0.304962 2.9786
49.8436 42.8264 -0.601152 2.66374
48.0083 52.2955 -0.459498 3.00507
54.1801 42.8081 -1.40931 2.81133
42.4619 49.7897 -0.0348074 3.13966
43.4576 54.4993 0.86551 2.98366
48.2558 43.0124 0.480707 2.83028
42.5584 51.5383 1.44926 2.92255
47.9051 49.0276 -0.0518046 3.07815
54.4997 52.4099 -0.493145 3.04459
53.8628 47.3448 0.0713912 3.06005
52.604 50.0103 -0.676568 3.11277
54.3294 52.9595 0.409764 2.90802
52.0495 50.4524 -0.523602 2.92333
43.4874 54.6245 0.523001 2.87394
47.3524 49.5165 -0.0357594 3.08977
52.4455 53.47 1.15217 3.10106
48.3891 52.4032 -0.28705 3.1033
51.2582 46.401 0.40426 3.11757
50.6781 50.5845 -0.811598 2.98478
53.9387 45.1758 0.169265 2.86606
52.5361 54.2424 0.58013 2.87089
54.8028 50.8988 0.427651 3.04264
54.1495 51.5985 0.902758 3.08746
47.4888 54.6082 0.479936 2.79119
43.0555 53.8285 0.711137 3.1253
49.7729 52.5942 0.294929 2.74964
50.3922 50.0526 -0.668319 3.11529
54.8621 50.3901 0.311564 2.70716
52.9114 54.7082 -0.446426 3.08315
44.9061 49.2948 0.390845 3.10798
50.3372 51.6945 -1.21393 2.87297
44.6016 46.7276 -0.394195 2.50489
54.786 53.0302 -0.499248 3.13382
51.4062 45.2843 -0.47894 2.75719
49.3365 49.7766 -0.991912 2.70593
49.137 51.9836 -0.441166 2.90758
44.9739 44.7147 -0.903044 2.65366
50.2019 54.6608 -0.450366 3.10811
54.3167 52.1817 0.931305 2.90284
43.2032 51.8461 -0.483352 2.64451
54.624 45.7323 0.123858 3.09725
52.5272 50.4431 0.687005 3.00504
54.4785 54.1896 -0.741068 3.03117
52.3159 44.897 -0.0503197 2.71896
49.5675 53.5685 0.756306 2.76735
51.0912 47.7883 -0.00562697 3.04549
51.8692 51.864 0.840383 3.12388
45.4353 44.6482 0.16349 2.96749
53.1087 54.556 -0.0728799 2.81328
46.3703 54.3842 -0.747244 3.07086
49.4438 49.4474 -0.861915 2.61573
46.4697 54.15 0.0379013 2.9477
51.5581 52.7024 -0.00387653 3.07191
54.1073 54.629 -0.0699902 2.38296
49.4388 44.7296 0.181431 3.07688
54.2414 47.899 0.387777 3.00185
44.5898 51.8002 1.385 2.89549
50.9002 46.747 0.50186 2.87704
50.1042 47.064 0.0354026 2.82721
53.9151 50.3789 -0.184414 3.01004
47.6916 52.9867 0.628603 3.07092
53.8017 50.7376 0.355886 2.98378
54.953 51.5408 -0.0545649 2.6434
42.5095 50.1549 -0.302047 3.1253
51.7501 48.4926 0.23458 3.01958
40.1757 53.0561 -1.07745 2.96354
47.4132 47.8301 -0.0961875 2.96643
50.7668 53.4903 0.798633 3.05867
49.5191 48.1017 -0.328003 2.93702
49.074 54.3036 0.275844 3.11754
50.0036 51.2796 -0.392154 2.81514
49.5311 53.5751 0.285433 3.04921
50.3492 51.0745 -0.325646 3.13601
51.1654 51.7385 0.179742 2.67056
49.5244 49.257 0.154892 3.07792
51.4537 46.7341 0.99521 2.85373
53.4245 47.7209 -0.293087 3.13112
52.3919 53.5425 0.914523 2.85712
52.9132 45.9937 -0.174111 2.70803
54.954 48.828 0.694074 2.88506
52.8637 53.1279 0.784532 3.11127
42.7335 54.5052 -0.70609 2.77258
50.1951 54.1296 0.61003 2.93548
52.9736 49.5554 0.130692 2.69174
42.8584 49.5434 0.77068 2.94447
54.5732 48.8813 0.0965027 2.70737
49.3789 53.0853 -0.377225 3.00826
43.8074 45.5821 -0.435981 2.79771
51.4904 42.697 0.509924 2.82527
51.929 46.2195 -0.142118 2.80063
52.5889 49.7818 0.68266 2.92471
48.4965 48.4604 -0.816276 3.05941
50.7298 53.6553 0.660585 2.74967
46.8662 44.6306 -0.447778 2.86696
45.8955 51.4012 0.0216195 2.93379
52.1105 49.5869 0.105185 2.96998
44.6937 40.9323 0.175483 2.9159
44.0312 54.4076 0.656944 2.96745
52.6476 51.5864 -0.418491 2.93974
53.4372 46.8699 -0.0624631 3.00341
54.8324 45.1833 0.0163922 3.13606
53.2957 50.2675 -0.117312 3.0323
46.3506 47.9171 -0.168689 3.12194
48.0241 48.1721 0.893567 2.84365
51.9363 51.0447 0.327691 2.9585
53.8559 47.4353 -0.0615487 2.77249
51.2183 47.9278 0.161348 2.73642
54.0297 48.8753 -0.082226 2.98294
50.5153 53.6059 0.0371264 3.01592
52.203 52.6444 0.33647 3.12356
52.0634 48.5282 -0.0330873 2.89126
54.0209 50.9113 -0.35573 2.84147
54.8762 48.2384 0.650899 3
54.4133 48.9814 -0.0807428 2.7642
51.1024 50.1864 0.453808 2.96749
52.6454 51.6932 -0.244088 3.13654
53.7754 46.1604 -0.271807 2.86716
49.9193 45.0651 0.00286215 3.00569
51.1052 54.579 -0.751354 2.58441
43.7346 52.0138 -0.269438 3.12939
46.6533 52.7756 -0.0310264 2.88867
53.74 52.3875 -1.40407 2.82326
51.4157 54.1541 -0.078157 3.11946
54.1829 52.2189 1.01534 2.60216
46.6529 42.2155 -0.153923 3.00452
52.2045 54.6277 -0.1596 2.87
52.361 52.5922 -0.00786645 2.77023
49.7617 53.0692 0.814423 2.75571
49.6547 46.1393 0.189297 2.54033
53.5684 47.9933 0.253181 3.12384
53.128 52.4383 0.434964 3.09936
44.4658 48.4351 -0.0611325 2.71282
50.1319 48.1521 -1.0566 2.94731
48.9943 54.2154 -0.255126 3.01228
50.5642 49.6282 -0.413152 3.12068
50.7213 47.311 0.232316 3.08216
54.1187 49.1041 0.397311 3.09131
53.9298 50.0226 -0.0832073 3.1244
50.1585 52.6566 0.521539 2.81224
53.4988 49.2731 -0.239132 3.10601
46.3488 50.7632 -0.232695 2.97846
54.6485 52.0691 0.0173694 2.91933
49.4556 45.7339 -1.05131 3.10438
50.3663 48.7235 0.370126 3.09939
49.2829 47.8432 0.0287069 2.75742
40.4244 53.0244 -0.382407 3.10715
53.082 48.0443 0.59307 3.11167
53.4414 47.1083 -0.579422 2.94427
52.2817 54.0679 0.840678 2.94499
54.6108 52.0384 0.646058 2.96298
54.2003 54.0204 0.125666 3.03498
49.8965 44.8245 0.302464 2.92406
47.5964 51.1252 -0.363446 3.00889
49.8118 52.774 -0.529779 3.01025
46.998 43.0928 -0.32312 3.08972
49.5841 51.2344 -0.299333 3.07595
54.2061 51.5568 0.171527 2.7534
49.3518 48.4275 0.728367 3.06807
52.1311 53.3263 0.166508 3.07566
51.1649 53.4265 0.512601 3.05169
43.2004 48.9889 0.300187 2.85882
47.6825 53.1506 0.176833 3.00188
46.5096 52.5894 0.37241 2.86616
50.9292 47.8606 0.364391 2.90691
50.9413 48.5601 0.21564 2.95498
47.6213 44.9512 -0.132406 3.05962
51.3024 54.9117 -0.434996 3.07972
47.6469 53.3209 0.818012 3.10631
54.0268 50.6109 0.0486878 3.01275
54.1259 50.1448 -0.44872 2.51739
51.5261 46.6403 0.112012 2.95568
53.142 49.3979 0.315846 2.99644
51.7658 53.3385 0.519827 2.60576
48.2871 47.6973 -0.00295409 2.97573
46.5411 48.0544 0.331458 2.81169
51.9234 47.2323 0.389882 2.92101
53.8105 48.1656 -0.902075 3.06862
54.112 45.3799 -0.796761 2.95345
47.2752 45.9928 0.180551 2.92691
52.0506 50.5436 -0.222355 3.0735
50.3298 54.0021 -0.214949 3.12342
51.541 49.9917 0.081364 3.12086
54.1984 46.8161 0.420132 3.00044
44.6746 48.4721 -0.248907 2.77673
41.9482 52.5402 -0.400342 2.94334
51.5492 45.722 -0.253811 3.07932
51.2483 41.1429 -0.406112 3.00159
53.0634 53.4147 -0.380729 2.69667
45.8952 53.7227 0.0357706 2.52759
50.2626 54.4137 0.0421949 3.01902
49.5297 48.0169 -0.116467 3.09116
45.8277 42.8568 -0.883146 2.69129
54.6751 44.0321 -0.125323 2.91794
53.3723 54.5741 0.558978 2.8226
50.553 52.3883 -0.063619 3.05821
52.3482 53.2189 0.214571 3.02134
46.2281 53.3492 0.288623 3.04011
54.5936 51.4409 0.526594 3.02168
53.8955 53.04 0.427283 3.05174
46.7343 54.7173 0.472821 2.79866
52.4508 52.3613 0.208199 2.97107
50.9195 51.7223 -0.435638 2.91636
49.882 50.9924 -0.0422551 2.86918
46.9891 43.2916 -0.985754 3.11673
43.3282 50.2585 -0.352307 2.8674
49.37 54.8776 0.0670478 2.79108
52.2799 52.1371 0.105993 2.90578
54.861 51.8975 -0.3906 3.00605
53.4027 47.6466 1.32321 3.10353
54.0281 54.5048 -1.26764 2.96912
51.2941 52.3881 -0.0403223 2.9075
54.6229 49.1163 -0.163907 2.67898
52.419 51.4002 0.224608 2.79474
53.1495 46.7501 0.0697315 3.00173
47.6812 50.0215 0.718685 2.99089
46.111 53.8874 -0.113465 3.11613
52.0059 53.5748 -0.261719 3.1163
47.9053 47.5817 -0.864422 3.08979
43.1631 51.9537 0.979118 2.97903
49.5006 45.7007 -1.309 2.7473
45.4849 48.7467 -0.305389 3.05924
50.8408 49.5714 0.329715 2.75907
54.4274 45.7323 0.253917 2.98227
53.897 52.5065 0.132159 2.9859
53.8326 51.9983 0.258429 3.13236
47.1711 54.5727 0.329552 3.07823
47.2023 50.4544 -0.602141 2.68159
45.5392 48.6863 -0.195934 3.09775
52.3765 54.8989 0.29435 2.81999
54.2507 49.542 -0.0707508 3.10358
49.3408 41.5959 -0.859948 2.85177
52.353 49.3996 0.533628 2.80447
50.1062 48.0511 -0.481893 3.04655
49.1001 41.8399 -0.562487 3.11453
51.1514 45.791 -0.695687 3.12782
50.7076 52.904 0.429067 2.77694
48.4604 52.3867 0.0556864 2.38469
51.2175 46.3738 -0.250724 3.07363
50.2028 53.1031 0.028872 2.98156
49.9416 46.8758 0.272701 2.85743
48.6753 48.9538 0.218273 3.03851
47.6096 47.4837 0.862751 2.94421
52.3914 53.6275 -0.88773 3.00453
48.5187 45.4804 -0.0449061 3.08054
54.2216 48.6858 -0.0577819 3.10356
50.3911 48.2619 -0.779654 2.92539
54.7756 49.082 0.711462 3.02498
54.0847 50.8291 -0.0300581 3.06699
49.4873 44.0619 -0.0692661 3.0733
49.5989 48.1876 -0.300882 3.08539
52.8262 52.2255 0.401868 2.88265
52.0268 49.1735 -0.288702 2.96137
52.9098 51.7929 -0.198445 2.91645
44.9765 54.5414 -0.522715 3.06469
52.7612 49.8454 -0.144404 3.00434
50.1681 48.5368 -0.290021 3.09804
46.1598 54.1078 0.18416 2.96858
43.5648 52.6813 -0.750256 3.1127
50.467 48.2006 -0.456446 2.71908
45.9494 48.4885 -0.655811 2.90286
54.7571 49.6958 0.240789 3.10462
51.3115 48.5558 -0.592081 3.0158
51.8221 53.4102 -0.143832 2.74916
49.2568 54.5923 -1.17169 2.66403
46.3071 49.0352 -0.494023 3.01027
48.7829 48.0512 0.164532 3.13986
53.9948 53.5992 -0.549693 3.13283
52.046 49.3805 0.082241 3.11953
54.1682 50.4758 0.441995 2.44881
41.4531 51.4561 0.69522 3.12915
51.6145 53.4449 -0.226883 2.97102
45.274 51.4993 -0.0299812 2.92977
52.5529 45.8472 -0.348357 2.62797
52.9795 49.1174 -0.394922 3.12375
53.0064 54.9808 -0.461545 3.03994
52.0993 48.2099 -0.033646 2.72042
49.8195 50.6562 0.302883 2.89703
50.8342 52.0529 0.41023 2.69865
43.0331 47.3244 0.459714 2.95734
50.1504 46.9216 0.312388 2.86989
49.7489 53.0378 0.397724 3.04244
44.8324 52.1245 -0.889577 3.05001
52.3466 41.1226 0.00838738 2.96898
40.1771 49.2333 0.473569 2.9555
42.3235 52.0761 -0.572561 3.08856
51.1279 54.4012 -0.577168 3.02454
51.1859 50.4681 0.332218 2.99316
51.9003 53.2962 -0.460517 2.82607
49.6057 52.4439 -0.192818 2.94427
53.2813 53.7649 0.887753 2.75292
47.0124 45.0386 -0.66509 3.02857
54.1434 48.7454 -0.540424 2.96146
50.7293 53.1728 0.0447281 3.13298
54.2446 47.8451 -0.102878 2.95407
44.881 44.1304 0.439811 3.0744
50.509 51.8351 0.693722 2.79675
50.0118 44.8821 0.102105 2.92164
51.7442 51.1789 0.192511 2.95775
51.8558 53.4733 0.122791 2.60579
49.9621 41.2775 0.051823 3.05327
48.2187 50.6122 -0.561915 2.90022
43.1855 46.5862 -1.38443 2.96558
47.2581 53.3753 0.0314408 3.06494
44.5508 53.7794 -0.375102 2.59024
41.3891 51.0241 0.543957 2.4994
47.1483 52.099 0.49629 2.58513
43.1225 54.6529 -0.593576 3.07363
48.8409 50.6807 0.470367 3.10882
46.6571 47.0192 -0.536332 2.95216
52.8923 52.5854 0.25586 2.49191
50.7141 52.122 0.176509 2.91275
53.7122 42.7134 -0.196691 3.03219
53.8445 49.5352 -0.12737 2.98415
54.199 41.8856 0.256549 2.87644
49.3016 47.2168 0.0214382 2.8098
53.8641 47.466 -0.13562 3.11326
48.6417 53.7792 -0.554408 2.92218
46.9817 49.0887 0.331409 3.02305
46.407 54.1507 0.631567 3.09292
52.6139 53.872 0.412944 3.11702
48.3162 51.4958 -0.707371 2.92748
52.0125 47.6573 0.0223865 2.79342
53.3006 52.6456 0.106995 2.82321
50.7207 49.8791 -0.481715 2.77434
52.2281 52.5027 0.449888 3.12666
53.9498 44.0177 -0.36784 2.99759
52.9155 50.9664 0.154018 3.08522
49.9651 54.3303 -0.0148091 3.07301
51.1413 51.1518 0.200573 2.67365
51.7941 44.2191 -0.468759 2.84178
52.3556 52.8465 -0.348086 3.10259
51.5589 49.0973 -0.372497 2.89716
54.7733 51.1163 0.130981 2.80366
50.7123 53.8537 -0.0674814 2.7409
48.2779 51.9913 0.810717 2.90936
54.0578 49.9391 -0.468663 2.75582
51.8709 51.9229 0.721535 3.12502
54.0965 46.8168 0.0710381 2.72692
43.7275 45.0736 0.403719 3.09485
48.6539 52.7712 0.524229 3.12753
50.2096 50.031 0.337468 2.91288
53.2131 46.3086 -0.627912 2.71731
49.8636 48.6053 -1.10702 2.90335
52.3697 54.289 0.440533 2.80396
40.1112 45.376 0.270641 3.0803
49.5107 49.7578 -0.022963 2.73645
48.9605 48.0482 0.107164 3.03991
53.1031 52.3427 0.703932 2.73633
50.8538 45.9 0.169901 2.75882
41.1228 48.266 -0.041723 3.01237
49.0688 53.9505 -0.654023 3.12913
48.4321 48.8182 0.325888 2.50786
48.464 53.0671 -1.54535 2.99685
51.9993 49.231 0.139139 2.86932
48.1921 47.9136 1.18699 2.50034
54.1545 51.0299 -0.231425 2.91901
50.6284 48.4731 0.388444 2.84309
54.5192 40.0376 0.2247 3.13141
53.7306 53.3636 0.248087 3.08243
44.2159 43.3 0.23614 2.77995
52.4653 47.3785 0.225958 2.90069
51.549 54.9476 -0.252567 2.86295
50.1382 52.9036 0.102328 2.79426
45.0944 53.3087 -0.240231 2.79596
53.3583 46.7694 -0.244143 2.74338
53.9176 51.3608 -0.0456101 2.97321
52.6277 50.5834 -0.0856418 2.87593
51.688 49.6628 -0.419176 2.76204
53.9206 52.8805 0.487264 2.83908
51.5943 52.205 -0.182841 2.98996
52.4469 48.2794 0.444675 3.07756
45.4151 53.389 -0.321671 2.84562
42.0591 54.7447 -0.572028 2.80371
50.5796 53.7439 -0.441087 3.03683
51.9064 51.7296 -0.0679739 2.89956
47.6743 50.3714 0.967434 2.96043
52.4053 53.2897 -0.200793 2.93332
50.2182 50.1179 -0.309624 2.98857
47.0701 46.2074 -0.46712 3.03227
53.2326 43.2195 -0.0421654 3.13079
54.0351 52.2423 -0.648201 3.10893
49.1016 52.613 0.607709 2.91384
50.2511 48.0914 0.0483844 3.13787
42.1638 52.4502 -0.336823 2.98117
50.8183 52.1847 -0.548044 3.00183
53.487 47.2087 -0.867271 2.75885
54.0418 43.7965 -0.626679 3.0836
53.1489 49.179 -0.549217 2.81583
48.9356 50.9712 -0.893257 2.8802
50.0923 49.3133 0.689384 3.00381
49.9865 40.6419 0.284758 3.10744
50.7632 46.0076 -1.20767 2.91249
51.2405 51.3234 0.676266 3.01721
54.9584 52.3715 0.113893 2.94265
52.02 50.788 0.763775 3.0663
52.4995 51.8725 -0.252733 2.9474
53.5461 50.1221 -0.0754353 3.01387
48.2952 43.0603 0.0264987 3.09465
50.2541 48.6389 0.12391 3.06487
53.8579 49.3266 -0.17442 2.84491
51.835 53.0176 -0.0205874 2.88684
49.4833 51.192 0.124492 2.67352
49.2233 44.1454 0.577026 2.97159
51.2182 47.7106 0.391937 3.05269
47.5246 52.9176 -0.0894683 2.80035
53.3358 51.518 0.20269 3.10279
53.748 47.512 -0.668193 2.93109
46.3817 51.9213 0.0325686 3.02366
49.729 53.973 0.441717 3.09407
53.545 53.8811 -0.0682195 2.97871
54.5029 51.0552 -0.746677 2.6383
54.3731 44.1575 0.065134 2.89544
48.2937 48.628 0.746953 3.09389
54.2721 54.2731 1.18907 3.0776
54.1053 49.5384 -0.275097 2.97857
51.1894 47.3228 0.429983 2.78658
52.7694 42.5625 -0.270412 2.87997
54.9354 51.7434 -0.540665 2.99176
51.7543 51.4354 0.184118 3.08269
54.0958 48.2436 0.339333 2.94067
51.8145 54.7346 0.877384 2.96002
49.8871 50.577 -0.282925 2.68419
49.6247 50.4219 0.319312 2.88677
51.4482 53.9615 0.938602 2.86206
50.2416 44.838 0.0540533 2.98505
43.5083 46.8474 0.541699 3.01221
54.383 48.2859 -0.467969 2.53594
53.315 45.6989 -0.675577 2.95008
46.414 52.4475 1.03012 2.77191
52.088 51.6572 -0.122681 2.91796
52.4425 53.6657 0.400695 2.97798
48.2504 50.2138 0.766575 3.05637
50.4885 53.8447 -0.261634 3.08414
50.1555 49.691 -0.430398 3.05648
51.1701 49.1603 -0.106013 3.07048
48.4757 48.1319 -0.181664 3.00712
46.1067 48.0041 0.172403 2.92518
